Name,Brand,Description,Notes,Image URL
Love & Crime Eau de Parfum,Ex Idolo," In 1905, a lovestruck young woman named Mazie Coyle devised a scheme to break her fiancee out of prison that would later become legendary- a hacksaw baked into a wedding cake. It was an escapade that would win the hearts of a nation, culminating in her joyous acquittal on all charges. To celebrate love, ingenuity, and the pleasures of nonviolently thumbing one's nose at the system, Ex Idolo presents Love & Crime, a delightfully bright floral gourmand with sass and style to spare. The scent is deceptively simple, a bold, lusciously romantic blend of rich vanilla and white florals, smooth, creamy and mouthwatering. However, just like the famous cake itself, there's a world of secrets hidden beneath the frosting. A vibrant note of red mandarin shines in the opening, bestowing a fruity brightness to the richly sugared exterior. Once we cut the cake, we're treated to both indulgent butteriness and, though a surprisingly dark, if subtle, note of cocoa, a hint of the illicit surprise within. But make no mistake, as things never take too challenging a turn- like the Coyle escape itself, this is a tale meant to charm and delight, and Love & Crime accomplishes that goal as deftly as a perfectly timed prison break."," Red mandarin, classic feminine florals, baking sugar, star anise, natural cocoa, vanilla sponge cake",https://static.luckyscent.com/images/products/63703.jpg?width=400&404=product.png
Dark Lord Eau de Parfum,By Kilian," Dangerously sophisticated, Dark Lord is both a fragrance of impeccable manners and seductive wickedness. It's a scent for gentlemen and scoundrels alike, both bold and subtle, constructed around a rich, gorgeous extract of raw Haitian vetiver and an intriguing blend of fruit-inflected, bright Sichuan pepper and electric bourbon pepper, smoothed behind a refined facade of leather and rum. Each supporting note- spicy, sweet, boozy, smooth, and earthy- coaxes out a corresponding facet of the vetiver, resulting in a men's fragrance with impressive versatility- in an office, worn with a sensible suit, it exudes suave, dignified elegance, while simultaneously adding a dangerous allure to a night out on the town- exactly what Kilian Hennessy had in mind from the beginning. Sure, you're just a regular, mild-mannered guy- but with a dash of Dark Lord, you can be so much more."," Bergamot, sichuan pepper, bourbon pepper, davana, rum, jasmine, vetiver, cypriol, cedar, patchouli",https://static.luckyscent.com/images/products/425200.jpg?width=400&404=product.png
Princesses de Malabar Eau de Parfum,Lubin," Legends tell of the mythical Princesses of the Malabar coast of western India, wise women who ruled their kingdom with wisdom and equanimity; in the 18th century, their tale became a shorthand for gracious, fair, female leadership. Now, in a time where that quality is disappointingly ephemeral, Lubin delivers a fragrance meant to inspire and enchant a new generation of empowered women. Bursting with fruity-floral energy that floats into a gorgeously weightless cloud of powdery musk, Princesses of Malabar is a bridge between past and present, a thoroughly modern and delightful feminine scent with an undeniable link to the glamorous perfumes of centuries past. Princesses of Malabar opens with the dynamic sparkle of aldehydes and citrus, a bathing light that cleanses palette and soul to make way for the rich but never-heavy fruity floral base- a juicy spritz of peach, the sumptuous lushness of magnolia, the sexy-sweet combination of jasmine and ylang. It's every bit as fun and youthful as the latest mass market blockbuster, only a thousand times more sophisticated. The contrast is only heightened in the vintage-inspired base, which deploys the powdery strength of iris atop a pillow-soft confection of amber, musk, and tonka, flirting with the mouthwatering appeal of a gourmand while never tipping into over-sugared dessert territory. It's a sublime formula, as fun as it is formal, as sweet as it is smooth, as fresh as it is fancy- a 21st century feminine scent for the young at heart and old souls alike. We could all use a bit of royal inspiration in these trying times, and Princesses de Malabar seems destined to become a new classic."," Cotton flower, bergamot, peach flesh, white magnolia, Arabian jasmine, Nosy Be ylang ylang, white musk, iris powder, sandalwood, sweet amber, tonka bean",https://static.luckyscent.com/images/products/312028.jpg?width=400&404=product.png
Liquid Illusion Eau de Parfum,Juliette Has a Gun," Liquid Illusion opens with such a lush, fruity almond note that we instantly picture Marie Antoinette wearing it, giggling with girlfriends as she nibbles on pastel-colored petit fours.  It's over-the-top delicious. Heliotrope, the tiny purple flower that smells like cherries and marzipan, ramps up the nutty gourmandise of this opening, but also ushers in a tart floral freshness that breathes air into the rafters. But Liquid Illusion is not just a fluffy gourmand delight (although it's certainly that, too). After a while, you become aware of the scaffolding beneath, with its complex system of cantilevers designed to keep those almond topnotes aloft. In particular, iris absolute, its shy aroma strengthened and made incredibly diffusive by irone and iracine (iris root oil compounds), casts a berried, violety forcefield around the scent. Tuberose absolute shows up, but comes armed with a girlish bubblegum nuance rather than its usual full desk of indole and rubber. The mix of all these floral and fruit elements is irresistible because it teeters on the line between innocent and seductive, girlish and come-hither. Benzoin imparts a gritty, brown sugar texture to the base that will make you want to bite your arm, but the real stars are the creamy tonka bean and musks, back-up generators of real balsamic warmth. Liquid Illusion is just the thing for when things just feel really bleak; a floral that skips the usual arm's-length froideur of flowers and offers you delicious, seductive warmth instead."," Heliotropin, almond, iris absolute, irone, iracine, tuberose, tonka, benzoin, amber, musk",https://static.luckyscent.com/images/products/40132.jpg?width=400&404=product.png
Love Tuberose Eau de Parfum,Amouage," Are you on a diet? Well, sorry, because Love Tuberose is destined to weaken your resolve. Amouage's second installment in its îòSecret Garden' series is an outrageously gourmand take on one of nature's most hot-headed blooms: tuberose. Eschewing all the green, vegetal, rubbery, and indolic facets normally associated with tuberose, Love Tuberose instead plays up all the creamiest, sweetest, and most buttery aspects of this sensuous flower until we arrive at a result that's less flower, more tr√®s leches cake. Picture this: layers upon layers of creamy white jasmine and tuberose petals soaked in condensed milk and pressed into a 10-layer white cake, bound together by an ethereal gardenia buttercream. Honestly, if you put this on and don't allow an involuntary groan of pleasure to escape your lips, then you're stronger than we are. The Chantilly cream note is delicious, its whipped creaminess blurring the indolic thrust of tuberose so that the flower becomes feather-soft and almost innocent. Love Tuberose turns the heat back on, though, with a salty, musky drydown that wears like a halo of salty gardenia, sun-kissed skin, and sandalwood. An unabashedly feminine scent, Love Tuberose's pearlescent ivory bottle is a perfect mirror of the frothy layers of tulle contained within. But would we deny a man a slice of white cake with buttercream frosting if he wanted it? No - this level of deliciousness deserves to be experienced by everyone."," tuberose, jasmine, gardenia, whipped cream, vanilla, sandalwood, cedar",https://static.luckyscent.com/images/products/41894.jpg?width=400&404=product.png
Tonka 25 Eau de Parfum,Le Labo," Le Labo's first release in three years, we think Tonka 25 was worth the wait. An addictively dark and warm fragrance, Tonka 25 captures the humid funk of a forest's undergrowth, teeming with the buzz of insects, seeds, and resin. True to form for any Le Labo fragrance, tonka is a part of the composition but not the whole story. The crushed almond heft of tonka bean absolute is detectable in the background, where it infuses the perfume with aromatic woodsmoke, but for us, the real star of the show is the cedar, followed by musk and orange flower.The Atlas cedar in Tonka 25 is spicy, humid, and almost dank, creating an impression of woodrot that's enhanced by a swirl of vegetal musks. For a moment, we're reminded of the animalic topnote of Oud 27, but this is less alien, far more human: warm, enveloping, and very sexy. The furred darkness of the woods and musk at the heart of Tonka 25 holds sway for much of the scent's life, but we'd be remiss in not mentioning the extraordinary orange flower absolute. Orange blossom's gift to Tonka 25 is a green, waxy brightness that feels like a honey candle glowing through a knot of hemp. Finally, enter styrax resin, blessing the drydown with a leathery, smoky richness. If you're looking for something that will comfort and titillate in equal measure, then put Le Labo Tonka 25 on top of your test list. Dark woods expanded by creamy animalic musks, crushed tonka, and smoky resin, backlit by silky orange flower....a glowering Heathcliff in a bottle.Personalize your fragrance:  Enter your custom message or name at checkout and we'll have Le Labo print it on your label.Please note: Complimentary samples available with any product purchase. Please request at checkout in the comments box."," Atlas cedar, orange flower absolute, tonka bean absolute, styrax, musks",https://static.luckyscent.com/images/products/46841.jpg?width=400&404=product.png
Power of 10 Limited Edition- Molecule 02 Eau de Toilette,Escentric Molecules," In 2008, perfumer Geza Schoen launched Escentric Molecules 02. Featuring Ambroxan, one of the most alluring and unusual molecules from the world of perfumery, it was an instant hit. To celebrate ten years since the launch of Escentric Molecules 02, we are launching limited edition full-size bottles of Escentric 02 and Molecule 02 in sleek anodised aluminium travel cases.Power of 10 is a limited edition, one time offering to commemorate 10 years of Escentric Molecules. The fragrance formula and concentration remains unchanged. Quantities are limited. A great gift or perfect for a collector.", Ambroxan,https://static.luckyscent.com/images/products/308056.jpg?width=400&404=product.png
A Rose For... Eau de Parfum,Floris London," Every rose is beautiful in its own special way; every novel combination of species, vintage and terroir combines to produce a rose with a scent all its own, not to mention a meaning and emotional impact unique to its lucky recipient. It's with this in mind that Floris has given us A Rose For, an utterly unique oriental rose scent built upon a sweeping, sumptuous bouquet of warm, deep Moroccan rose absolute and lush, rich Bulgarian rose oil. Balancing both the exquisite delicacy and intense power of the rose, A Rose For opens with an exotically fresh blend of tea, incense and cassis before making way for the complexity of the floral blend. A melange of spices and woodsy notes unfolds differently on everyone, coaxing out an unpredictably beautiful blend of smooth and vibrant that surprises even as it delights. And to truly drive home the individuality, each bottle of A Rose For comes with a gold calligraphy pen, for you to add your own name to the label and make your version of this exquisite floral a special edition of one."," Darjeeling tea, incense, cassis, red rose, orris, oud, sandalwood, patchouli, vanilla",https://static.luckyscent.com/images/products/715025.jpg?width=400&404=product.png
Ruby Perfume Oil,Bruno Acampora," 80 years ago, Nestle launched the first bar of white chocolate, bringing the number of naturally-colored chocolate in the world to 3: dark, milk, and white. But in 2017, after 13 straight years of research and development, Barry Callebaut, one of the world's most respected artisanal chocolate makers, decided that the world was ready for a fourth color ñ pink! Derived from a special cocoa bean, Ruby is a 100% naturally pink chocolate that possesses a uniquely sour, berry-like fruitiness not present in other types of chocolate. It was a breakthrough for the confectionary business worldwide ñ and for perfumery too. Bruno Acampora's Ruby is the world's first fragrance based on the scent and taste of this extraordinary pink chocolate. Please take our word for it ñ it's luscious. Ruby opens with sour cherries enrobed in melted dark chocolate, a hint of booze, rose, and coffee playing around the edges like a smile. Cleverly emulating the fruitiness of Ruby chocolate, the creaminess of the cocoa notes is imbued with a streak of either redcurrant or blackberry, so you get both the milky sweetness and the tongue-tickling sourness that makes pink chocolate so unique. But before you're tempted to stick your entire arm in your mouth (it's that delicious), the perfume finishes in a blaze of that earthy, semi-funky 1970's style musk for which the Acampora brand is famous. If smelling like dark chocolate, berries, and a bodaciously sexy musk is your thing (and why wouldn't it be?), then get your nose on Ruby as soon as you humanly can."," Dark chocolate, rose, red berries, pink pepper, musk",https://static.luckyscent.com/images/products/37539.jpg?width=400&404=product.png
Ruby Extrait Parfum Extrait,Bruno Acampora," 80 years ago, Nestle launched the first bar of white chocolate, bringing the number of naturally-colored chocolate in the world to 3: dark, milk, and white. But in 2017, after 13 straight years of research and development, Barry Callebaut, one of the world's most respected artisanal chocolate makers, decided that the world was ready for a fourth color ñ pink! Derived from a special cocoa bean, Ruby is a 100% naturally pink chocolate that possesses a uniquely sour, berry-like fruitiness not present in other types of chocolate. It was a breakthrough for the confectionary business worldwide ñ and for perfumery too. Bruno Acampora's Ruby is the world's first fragrance based on the scent and taste of this extraordinary pink chocolate. Please take our word for it ñ it's luscious. Ruby opens with sour cherries enrobed in melted dark chocolate, a hint of booze, rose, and coffee playing around the edges like a smile. Cleverly emulating the fruitiness of Ruby chocolate, the creaminess of the cocoa notes is imbued with a streak of either redcurrant or blackberry, so you get both the milky sweetness and the tongue-tickling sourness that makes pink chocolate so unique. But before you're tempted to stick your entire arm in your mouth (it's that delicious), the perfume finishes in a blaze of that earthy, semi-funky 1970's style musk for which the Acampora brand is famous. If smelling like dark chocolate, berries, and a bodaciously sexy musk is your thing (and why wouldn't it be?), then get your nose on Ruby as soon as you humanly can."," Dark chocolate, rose, red berries, pink pepper, musk",https://static.luckyscent.com/images/products/37540.jpg?width=400&404=product.png
Percival Eau de Parfum,Parfums de Marly," Named for a mythical French thoroughbred, Percival is that rarest of wonders- a truly ageless masculine. Sure, we can picture a dashing racing horse thundering around an 18th century track to the delight of the aristocracy, but Percival is every bit as appropriate on a debonair gentleman in a pristine late-model luxury sedan, stylishly cutting his way through the bustling city night on his way to an exclusive gathering. With a subtle yet striking balance between citrus and aromatic notes, a richly masculine floral heart of lavender, violet and geranium, and a spiced, deeply woodsy base, this is the kind of scent that wears as perfectly on any man as an impeccably tailored three-piece suit- a timeless signifier of dignity and taste. Fresh, sensual and refined, Percival is bound to leave a lasting impression."," Bergamot, mandarin, aromatic notes, jasmine, violet, geranium, lavender, pink pepper, coriander, cinnamon, musk, woody notes, spices, pepper, nutmeg, tonka",https://static.luckyscent.com/images/products/70027.jpg?width=400&404=product.png
Vetiverissimo Eau de Parfum,Bruno Fazzolari," Vetiverissimo is Bruno Fazzolari (now creating scents under the FZOTIC label) at his most stripped-back and personal; it's the vetiver he made for himself. Calming and Zen-like, this is the vetiver you wear to relax and clear your mind. No topnotes to speak of, and no back-story either ñ just a superb quality vetiver dusted with a hint of warming spice, bleeding gradually into a protracted woody drydown. Wearing Vetiverissimo feels like doing a factory re-set on your nerves. With its matte, earthen dustiness and subtle spice, it smells less like a Western perfume and more like Mitti Attar, a traditional Indian distillation of clay into sandalwood oil that captures the scent of rain on red soil. A flicker of turmeric or saffron gives the earthy vetiver a little kick, but doesn't interrupt the smooth Zen flow of the scent. On paper, the rooty greenness of the vetiver seems to last forever, but on skin, it slides quickly and seamlessly into the warm embrace of polished woods, a balanced tandem of aromatic sandalwood and spicy, resinous cedar. Drying down into a smoky powder hovering between sandalwood paste and zukoh (incense powder), Vetiverissimo is a laid-back ayurvedic salve for frazzled tempers and city stress. In fact, it's so good we think it should be prescribed by doctors."," spice, vetiver, cedar, resins, woods",https://static.luckyscent.com/images/products/69314.jpg?width=400&404=product.png
Lucid Dream Eau de Parfum,Ex Idolo," Lucid Dream is an olfactory exploration of the semi meditative state in which a person is aware they are asleep but is able to control their surroundings, and an ode to the potential hidden in every one of us. Juxtaposing rich, bright notes of pink pepper and davana with smoky, meditative florals and incense, Lucid Dream truly feels like another plane of existence, an ethereal journey into a world where we follow our wildest artistic impulses and break through the creative blocks that may impede our waking lives. It's a vivid, yet ethereal, experience, simultaneously romantic and contemplative, with the outstanding ingredient quality and rich tonalities for which Ex Idolo is known. Will Lucid Dream make you a master of your own subconscious? While we can't guarantee it, with a scent this wonderfully evocative, you'll certainly be inspired to find out."," Pink pepper, davana, smoky osmanthus, rose, incense, white patchouli",https://static.luckyscent.com/images/products/63702.jpg?width=400&404=product.png
Flash Back In New York Eau de Parfum,Olfactive Studio," What an interesting and original flanker! Like the fuzzy picture of a snowy New York avenue taken as its starting point, Flash Back in New York weaves rhubarb, apple, leather, and wood together so seamlessly that it's difficult to pick out the individual lines at first. But slowly, like the shape of a building or a person emerging from a blur of snowflakes, we are able to make out the earthiness of vetiver, its grey-brown smokiness illuminated in spots by the brightness of unripe fruit. If the scent begins in earth and fruit, it soon develops in a series of surprising directions that keep our interest engaged. One strand leads us off into a gently spicy tonka bean diversion, another into a smoky violet-and-saffron leather, and yet another into an aromatic woody finish. We especially love the contrast between the soft warmth of the cumin and tonka pushing against the milky coolness of the leather and papyrus. Just as in the original photo by Vivienne Gucwa, Flash Back in New York is all about the hard angles of light slicing through a fuzzy darkness. If you love either Santal 33 by Le Labo or Terre d'Hermes by Hermes but wish for a gentler, more diffuse take that's stunning on either a man or a woman, then try Flash Back in New York. Its woodsy, androgynous sexiness will appeal even to those who don't normally wear fragrance."," Cumin, clary sage, white linen, saffron, violet, Tuscan leather, jasmine, birch, papyrus, vetiver, tonka bean",https://static.luckyscent.com/images/products/61513.jpg?width=400&404=product.png
Woody Mood Eau de Parfum,Olfactive Studio," With Woody Mood, perfumer Betrand Duchaufour reaches inside our head and pulls out all our fantasies of fall ñ crisp air, sweet woodsmoke, the crackle of leaves hitting the bonfire ñ compiling them into an autumnal essay that satisfies down to the bone. The inspiration for Woody Mood is Roger Steffens's 1973 photo of a woman wandering alone in a California redwood forest, shafts of sunlight piercing the gloom. Since Duchaufour is the father of perfume history's most influential woody-incense scents (Timbuktu, Avignon, etc.), it makes perfect sense that he was the perfumer chosen to translate the photo into fragrance form. Woody Mood opens with a buzz of whiskey-soaked wood, rich and wet, which quickly dries out into a ribbon of pure woodsmoke winding lazily through chill air. Aromatic sage and spikenard give the woods a masculine swagger, but we see this scent working beautifully on a woman's skin too. From the radiant blaze of woods emerges a core of rubbery black tea, cacao, and styrax, darkening the scent to the point where we're no longer sure whether we're smelling wood or leather. The contrast in Woody Mood between the peppery brightness of the woods and the darkness of burnt resin is a perfect mirror of the play of light on dark in the photo. Like Au Coeur du Desert, Woody Mood's genius lies in conjuring up a vivid chiaroscuro from a restricted palette of earth tones. If you love the radiant smokiness of woodsmoke without the additional weight of amber or cream, then this scent by Olfactive Studio is a no-brainer."," bergamot, ginger, clary sage, saffron, sequoia, spikenard (jatamansi), black tea, incense, patchouli, leather, styrax, cacao",https://static.luckyscent.com/images/products/61514.jpg?width=400&404=product.png
Kings Wood Fragrance Concentree,Shay & Blue," Not in the least bit like Aventus! Just putting that out there (we're aware that pineapple is a trigger word for some). No, Kings Wood takes the oft-abused pineapple and sets it among aromatic herbs and greenery for a gentlemanly English garden foug√®re that's mercifully low on sugar. It's clean, aromatic, and above all, unpretentious. We love it. Although the topnote is clearly pineapple, it has a thrilling tartness that leans more on grapefruit and tart greenery than tropical cocktail. Its foug√®re bone structure really comes into focus once that big, handsome oak note settles in, shoring up all the peppery herbs and fruit with its broad shoulders. Tilted towards the masculine side of the scale, Kings Wood belongs on the confident titan of industry who secretly dreams of being back in his garden, potting plants and hacking back overgrown brambles. The leather accord in the far drydown is a delightful late addition, ruffling the elegant surface of this gentlemanly foug√®re with a surprisingly skanky note redolent of animal hide and undergrowth. We see Kings Wood working fantastically on a man (or woman) who loves the rustic vigor of herbs, fruit, oak, and good clean dirt but needs it packaged up into an elegant structure for a conservative setting."," pineapple, fern, Sichuan pepper, oak, leather",https://static.luckyscent.com/images/products/70418.jpg?width=400&404=product.png
Cuir Celeste Eau de Parfum,Ex Nihilo," Does artistic talent transcend its medium? That's the question posed by Ex Nihilo's bold new Visionnaire series, which explores the answer by pairing renowned visual artists with Ex Nihilo perfumers to help them shape their artistic conceptions into actual scents. For the premiere of the series, they've teamed Ex Nihilo house perfumer Quentin Bisch with acclaimed photographer Mathieu Cesar, and the result is Cuir Celeste, an arrestingly modern, surprisingly nuanced leather scent with all the vibrant contrast of a museum-quality B&W print. Cuir Celeste opens with a clean, dry violet leaf accentuated with the quiet energy of a restrained black pepper note. The leather accord here strikes a compelling balance between gentle ambrette-laced florals and bitter galbanum, with cypriol providing a rich, dry, papyrus-like base anchored to the spicy and woodsy tones of akigalawood. The effect is modern, smooth, and intriguing- a scent that doesn't so much mimic the actual aromas of photography so much as it smells the way a photograph looks- a representation of reality through the lens of a creator. If you love modern floral leather, don't miss Cuir Celeste- it's a work of art."," Black pepper, violet leaf, galbanum, ambrette, osmanthus, patchouli, cypriol, akigalawood",https://static.luckyscent.com/images/products/72053.jpg?width=400&404=product.png
EO No. 1 EdP Eau de Parfum,Ensar Oud," When Ensar released Sultan Leather Attar to overwhelming acclaim, he realized something- that even outside of his extraordinary pure oudh and sandalwood oils, fragrance connoisseurs were starving for rich, evocative blends that defy conventional trends. But to make an Eau de Parfum utilizing his unprecedented collection of exquisite natural materials, avoiding cheap, easy to use synthetics, was a major risk. Still, the people were calling out for an EDP. And now, here we are. And what does an all-natural Ensar Oud EDP smell like? We're sure you can imagine it involves oud and leather, and boy does it- a blend containing such jaw-dropping materials as bright, clean, powerful $2,500/3gr Kyaratul Mustafa oud oil, 13-year-aged wild Hainan sinensis extract, and precious, carefully aged rose oil from Sultan Qaboos's private collection. The results are wonderfully rich, the oud and leather sing of power and sophistication, the rose a perfectly lush counterpart adding  romantic depth. There's no barnyard funk to be found here, just the type of elegantly masculine warmth that a lady of style could also wear with aplomb. A luxurious flacon adorned with real, naturally tanned, pure full-grain Italian leather completes the vision. EDPs like this don't come around anymore- don't miss your chance to experience one."," rose, oud, leather, tobacco, tea",https://static.luckyscent.com/images/products/800014.jpg?width=400&404=product.png
Tyrannosaurus Rex Extrait de Parfum,Zoologist," A sultry heat wafts across the land, lapped up greedily by the abundant flora that thrives in its midst. Trees soar to majestic heights and plants flower for the first time, their petals spreading to give birth to a world rich in diversity. The Cretaceous period comes of age against a backdrop scorched by wildfire and lightning strikes. Over this turbulent landscape, a massive predator looms. Giants rule the earth, but even giants can be cut down within the powerful jaws of the fearsome tyrannosaur. Standing tall, the terrifying beast fears nothing, until that pivotal moment when a fire in the sky signals the end of their deadly reign.Zoologist Tyrannosaurus Rex is a gargantuan scent that sinks its teeth into the world of delicate fragrances and rips it wide open. Primitive woods and florals seize you and snatch you away to an ancient era. Smoky, charred wood warns of the danger of smouldering fire, setting your senses on edge, while droplets of metallic rose oxide offer a chilling premonition of blood-lust. The mighty Tyrannosaurus Rex is sometimes menacing, sometimes fascinating, but never, ever ordinary."," Bergamot, black pepper, fir, laurel leaf, neroli, nutmeg, champaca, geranium, jasmine, osmanthus, rose, ylang, resins, cade, cedar, civet, frankincense, leather, patchouli, sandalwood, vanilla",https://static.luckyscent.com/images/products/76022.jpg?width=400&404=product.png
Remember Me Eau de Parfum,Jovoy Paris," Remember Me is an olfactory aide-memoire of an inspiring trip to Qatar that perfumer Cecile Zarokian took with Jovoy founder, Francois Henin. While in Doha, Cecile fell in love with the scent of Karak, a local chai made with lots of lush, sweet milk, cardamom, and ginger, the steam of which mingled companionably with the exotic mukhallats and bakhoor she was sampling. Combined with wafts of frangipani coming from the shady avenues of Doha, Remember Me is a memory capsule of these exotic but comforting scents.  Combining edible elements like milk, vanilla, and chai with less edible notes such as leather and wood, Remember Me is a modern, sophisticated gourmand - it avoids making you think directly of food. Everything here is remarkably well balanced. The chai is peppery hot with ginger, but calmed by a generous pour of steamy milk and vanilla. In turn, the creaminess of the tea is kept fresh by a duo of bergamot and cardamom threaded through the scent like a tart green ribbon. You'd be forgiven for looking at the notes for this ñ vanilla, frangipani, milk and so on ñ and assuming that it's a purely feminine affair. But no, it's 100% unisex! Unusually, what pulls Remember Me firmly into the center is the frangipani; the variety used here smells more like peachy suede than tropical flowers. Remember Me is a milky chai suede that comfortably occupies the meeting place between gourmand, oriental, and leather. If you love unusual, complex îòsweet' fragrances such as El Born by Carner Barcelona and Leder 6 by J.F. Schwarzlose, then Remember Me might be your new obsession."," Bergamot, lemon, cardamom, tea, frangipani, ginger, milk, woody notes, cedar, vanilla",https://static.luckyscent.com/images/products/61615.jpg?width=400&404=product.png
Le Participe Passe Eau de Parfum,Serge Lutens," Do you love balsamic, resinous fragrances? Are you addicted to the radiant warmth, the languorous sweetness, the oriental spice? Serge Lutens certainly does, with deep, stylish accords of resin and balsam present in the background of many of his most classic scents. With Le Participe Passe, the always literate Lutens looks back on the oriental scents of his past, delivering a tribute to these cornerstones of perfumery written in indulgently pure richness. Featuring a spectacular overdose of smoothly powerful Egyptian balsam, Participe Passe deploys a full complement of resins, dried fruit, leather and caramel to further soften every sharp edge, leaving you in a dreamlike state of balsamic bliss. A delicate sprinkle of spice provides subtle sophistication, but this is a balsamic scent through and through, meant for those who simply can't get enough. If that's you, we'd advise you not to hesitate- Le Participe Passe is exactly what you're searching for."," Egyptian balsam, resins, caramel, cumin, leather, patchouli",https://static.luckyscent.com/images/products/36163.jpg?width=400&404=product.png
Santal Nabataea Eau de Parfum,Mona di Orio," Inspired by the shifting red, pink, and cream layers of the sandstone at Petra, Jordan, Fredrik Dalman wanted to create a perfume that might bring the memory of the 4th century BC Nabataean Kingdom, for whom Petra was the capital city, back to life. A nomadic tribe by nature, Petra was a touchstone for the Nabataeans, and the main focal point of trade in the region. Santal Nabataea honors the inspiration of Petra in two ways: via references to the exotic fruit and spices traded in Petra at the time, and by using certain materials to emulate the dusty, rosy colors and textures of the sandstone of this haunting city. And wow, does it succeed. In exploring the dusty and sometimes astringent heart of true sandalwood, rather than its famously creamy facet, Santal Nabataea is that rare thing ñ a perfume that smells genuinely exotic in and of itself, rather than simply stuffed with as many exotic notes the perfumer can think of. A pared-back structure demonstrates confidence in its own ability to deliver its message without unnecessary embellishment. All the other notes here exist to showcase the sandal ñ the black pepper creating a spicy darkness at the back of your throat, the coffee deepening its masculine growl, and the black currant leaf and apricot notes giving off a tannic tea-like nuance that matches the wood in astringency. If it's the brusque, aromatic dryness of real sandalwood that you love, then make sampling Santal Nabataea a priority. Featuring sustainably-sourced santalum album from Australia as well as Indian sandalwood, it's the (rare) real deal."," black pepper, black currant leaf, apricot, nerium oleander, opoponax, Australian santalum album sandalwood, Indian sandalwood, coffee",https://static.luckyscent.com/images/products/51730.jpg?width=400&404=product.png
Tokyo Eau de Parfum,Gallivant," It's 6 am in Tokyo as you make your way home through the quiet back streets, the air humid with early morning mist. As the electric cables above your head crackle and snap, a strange peace descends on the scene. Tokyo is finally at slumber, or at least in brief repose before gathering itself up again into the manic energy that courses through the city like a pulse. Gallivant's Tokyo captures the moment when Old Tokyo meets New, the sweet smokiness of Japanese incense of Kodo ceremonies spilling out of small wooden temples to meet the sweet-and-sour pungency of izakaya street food. There's a lot going on in Tokyo, the city, and so there's a lot going on in Tokyo, the scent. But despite the cacophony of notes, it all meshes into a singular statement on modern Japanese urban culture. The exciting buzz of yuzu and black pepper in the topnotes conjure the crackle of overhead electric cables swinging softly in the morning breeze, while wasabi, cardamom, and nutmeg lend a dash of complex sour-sweet flavoring to the brew. Tokyo smells intoxicating and strange; otherworldly in the way only exposure to a completely foreign culture can be. Japanese temple incense is the calm at the center of this storm, a cloud of gentle hinoki wood, smoke, and damp flower petals billowing out into the streets as we pass. Before the incense has a chance to turn to powder, a base of exuberantly-spiced ambers, patchouli, sandalwood, and musk moves in to drench the scent in the gold patina of orientalism. This might seem more Arabian-inspired than Japanese at first until you notice that the gentler Japanese accents persist, infiltrating the fog of resin with the aqueous, sweet-and-sour aroma of cardamom, the wasabi, and the silvery ephemerality of hinoki wood. Big city neon energy meets old world Tokyo: this scent brings us straight to the point where they intersect."," Yuzu, bergamot, black pepper, cardamom, wasabi accord, hinoki, cedarwood, nutmeg, iris, rose, incense, sandalwood, vetiver, patchouli, musk, amber",https://static.luckyscent.com/images/products/766007.jpg?width=400&404=product.png
34 Boulevard Saint Germain EDP Eau de Parfum,Diptyque," 34 Boulevard Saint Germain, the home of the original Diptyque boutique, is as close to a royal address as it gets in niche fragrance. Still alive almost 60 years after first opening its doors, ""The Maison"" is both an ever-evolving palace of luxury, and also a timeless shrine to its own origins, a magical space lined in rich waxed blond wood, vintage cabinets stuffed with fragrant curios, and the soft, warm comfort of sunlight streaming through the large, welcoming windows. The scent inside is an unknowable mix of every perfume sprayed, every candle displayed, and every raw material played with- a wholly unique form of olfactive serendipity. It's this complete aura, both the body and soul of the boutique, captured in 34 Saint Germain Boulevard Eau de Parfum. Perfectly balancing the warm, nostalgic tones of vanilla, sandalwood and tonka against a robust, multifaceted pink pepper, this EDP feels both modern and timeless, comforting and sensual, fresh and warm. Like the wondrous shop to which it owes its name, 34 Saint Germain Boulevard EDP is sure to cast a spell on all who discover it."," Pink pepper, sandalwood, vanilla, tonka",https://static.luckyscent.com/images/products/483250.jpg?width=400&404=product.png
Hemingway Eau de Parfum,Masque Milano," Masque Milano has gained a well-earned reputation as a launching pad for young talent- a brand that takes chances on up-and-coming noses and gives them the freedom to discover their creative voices. So when they met IFF trainee Fanny Bal, apprenticing under the legendary Dominique Ropion, and heard of her facility and ingenuity with vetiver, a seed was planted. And who better to dedicate a scent built around vetiver- rough and spicy, earthy and sweet, rich and complex- than Ernest Hemingway? With access to the full resources of the Laboratoire Monique Remy, Bal produces a sweepingly literary tribute to vetiver built from an exquisite vocabulary: woody, dry and spicy Haitian vetiver, with a slight bitterness, provides ideal contrast for the tart rhubarb of the opening. Javan vetiver is dirtier, with smoky tones and leathery facets to blend with the patchouli and leather base. And proprietary Vetiver Heart LMR, which takes hydro-distilled vetiver and puts it through additional fractional distillation to isolate the clean, dry heart of the grassy material without the earthiness, anchors the heart of the fragrance."," Ginger, rhubarb, vetiver heart LMR, Haitian vetiver, Java vetiver, cedar, patchouli, leather",https://static.luckyscent.com/images/products/64009.jpg?width=400&404=product.png
